review,stars,useful,funny,cool,cone,yogurt,shake,shakes,sorbet,gelato,sundae,waffle,sherbet,smoothie,slush
5944,5,1,1,1,2,0,0,0,0,0,1,0,0,0,0
5947,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5948,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0
5950,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0
5956,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5960,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0
5966,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5970,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5975,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5983,5,0,1,0,1,4,0,0,0,0,0,2,0,0,0
5984,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5995,4,3,0,3,1,0,0,0,0,0,0,0,0,0,0
6000,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6001,5,3,1,1,0,0,0,0,1,2,0,0,0,0,0
6003,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6008,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0
6009,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0
6010,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0
6012,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6014,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6015,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6022,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6024,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6026,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6027,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6029,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6032,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0
6036,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6040,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6041,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0
6048,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6054,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0
6056,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6057,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6062,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0
6077,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
6079,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6082,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6089,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0
6090,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6092,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6094,4,1,1,0,0,0,0,0,0,0,0,0,0,5,0
6100,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6107,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6108,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6111,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0
6117,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6121,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6128,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6131,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6134,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6136,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6139,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0
6142,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
6146,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6148,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0
6151,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6153,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6155,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6158,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6162,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6165,5,2,1,2,0,0,0,1,0,0,0,0,0,0,0
6168,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6175,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0
6177,4,3,0,1,0,0,0,0,0,1,0,0,0,0,0
6182,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6183,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6186,5,2,4,1,0,0,0,0,0,1,0,0,0,0,0
6188,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6190,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6191,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6193,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6194,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6197,5,2,1,0,0,0,1,0,0,0,1,0,0,0,0
6199,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6200,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6201,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0
6205,5,1,0,1,0,3,0,0,0,0,0,0,0,0,0
6206,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6210,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6214,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6216,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6219,4,3,0,3,0,0,0,0,0,2,0,0,0,0,0
6222,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
6229,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0
6235,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6239,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6240,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6249,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6251,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6256,4,3,3,1,0,0,0,0,0,1,0,0,0,0,0
6257,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6259,5,0,2,1,0,0,0,0,0,2,0,0,0,0,0
6270,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6273,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6275,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6283,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6284,5,0,0,0,0,0,0,0,1,3,0,0,0,0,0
6285,5,3,0,0,1,0,0,0,0,0,0,2,0,0,0
6288,4,1,0,1,1,0,0,0,0,0,0,1,0,0,0
6293,5,3,1,2,0,1,0,0,0,0,0,0,0,0,0
6294,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6295,5,0,0,1,0,0,0,2,0,0,0,0,0,0,0
6296,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0
6300,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6302,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6306,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
6310,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6311,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0
6316,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6317,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6318,4,1,0,0,0,0,0,0,1,2,0,0,0,0,0
6319,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0
6321,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0
6322,5,2,0,1,0,1,0,0,1,0,0,0,0,0,0
6326,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6328,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6330,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6334,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6345,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0
6350,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6351,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6353,4,3,1,0,0,2,0,0,0,0,0,0,0,0,0
6354,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6355,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6358,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0
6362,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6366,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6370,4,2,1,1,0,0,2,0,0,0,0,0,0,0,0
6377,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0
6392,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0
6396,4,4,1,2,0,3,0,0,0,0,0,0,0,0,0
6399,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6402,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
6405,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0
6409,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0
6411,4,1,1,1,0,0,0,0,0,5,0,0,0,0,0
6413,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6415,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6417,4,2,1,2,0,0,2,1,0,0,0,0,0,0,0
6429,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0
6432,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0
6434,5,2,0,1,0,1,0,0,0,0,0,0,0,0,0
6435,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0
6440,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
6448,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6450,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0
6456,4,2,1,2,0,0,3,1,0,0,0,0,0,0,0
6463,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0
6466,5,3,11,3,0,0,0,0,0,2,0,0,0,0,0
6469,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6471,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6472,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6480,2,3,0,1,0,0,1,1,0,0,0,0,0,0,0
6483,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0
6487,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6489,4,1,0,1,0,0,0,1,0,0,1,0,0,0,0
6494,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6499,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6501,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6503,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6504,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0
6511,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6512,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6513,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6514,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0
6518,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6521,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6525,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6533,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0
6534,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6537,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6538,3,2,0,1,0,1,0,0,0,1,0,0,0,0,0
6539,5,0,0,0,1,0,0,0,1,0,0,1,0,0,0
6543,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6551,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6553,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0
6554,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
6557,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0
6559,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6560,4,1,0,1,0,0,0,0,0,2,0,0,0,0,0
6562,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0
6567,5,3,1,5,2,0,0,0,0,0,0,0,0,0,0
6573,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6577,5,4,1,3,0,0,0,0,0,0,0,1,0,0,0
6578,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0
6585,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0
6589,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6595,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6600,4,4,0,4,0,0,0,0,0,3,0,0,0,0,0
6602,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6603,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6605,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0
6606,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6609,5,2,2,2,2,0,0,0,0,0,0,1,0,0,0
6619,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0
6625,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0
6626,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6631,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6634,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0
6639,3,0,1,1,0,0,0,0,0,0,3,0,0,0,0
6642,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6663,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0
6664,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6667,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0
6674,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0
6676,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6678,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6683,5,3,0,1,0,0,0,0,1,0,0,0,0,0,0
6686,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6693,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6694,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0
6696,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6700,2,4,6,1,0,0,0,0,0,1,0,0,0,0,0
6705,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6706,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0
6707,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6711,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6714,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6717,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6719,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6721,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6723,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6725,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6734,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6736,3,1,2,1,0,0,0,0,0,2,0,0,0,0,0
6737,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0
6741,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6744,5,2,0,1,2,0,0,0,0,0,0,1,0,0,0
6745,4,3,1,2,3,0,0,0,0,0,0,2,0,0,0
6748,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6751,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6752,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6755,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6761,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6771,4,2,0,4,0,0,1,0,0,0,0,0,0,0,0
6776,4,2,1,2,0,0,0,1,0,0,0,0,0,0,0
6777,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0
6787,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6792,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6798,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6807,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0
6813,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6817,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6821,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6823,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6824,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6830,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0
6832,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6833,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0
6842,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6845,5,7,0,3,0,0,0,0,1,3,0,0,0,0,0
6849,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6850,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6854,5,0,0,0,2,0,0,0,0,0,1,0,0,0,0
6857,4,2,0,0,0,0,0,0,0,3,0,0,0,0,0
6864,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0
6869,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0
6871,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6873,4,6,2,4,0,0,0,0,0,2,0,0,0,0,0
6876,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6885,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6887,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6893,5,2,0,2,0,1,0,0,0,0,0,0,0,0,0
6899,5,1,0,1,1,0,0,0,0,0,0,1,0,0,0
6900,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0
6908,5,9,0,3,0,1,0,0,0,0,0,0,0,0,0
6909,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
6910,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6915,4,2,0,2,0,0,2,0,0,0,0,0,0,0,0
6917,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6923,5,1,0,1,4,0,0,0,0,0,0,0,0,0,0
6925,5,2,0,0,0,0,0,0,1,1,0,0,0,0,0
6929,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0
6935,4,2,0,1,0,0,0,0,0,2,0,0,0,0,0
6938,5,3,2,1,0,0,0,0,0,0,1,2,0,0,0
6939,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6941,3,4,1,2,0,0,0,0,0,0,2,1,0,0,0
6942,4,5,4,5,0,0,0,0,0,2,0,0,0,0,0
6943,3,0,0,0,2,0,0,0,0,0,2,1,0,0,0
6946,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0
6947,3,4,2,2,0,0,1,0,0,0,0,0,0,0,0
6949,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6950,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6952,4,1,0,2,0,0,0,0,0,2,0,0,0,0,0
6955,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6964,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0
6965,5,4,1,0,0,1,0,0,0,0,0,0,0,0,0
6966,5,4,1,1,0,1,0,0,0,4,0,0,0,0,0
6967,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6973,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0
6974,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6976,4,2,0,2,0,0,0,0,0,0,1,0,0,0,0
6986,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6989,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6992,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6993,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6995,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0
6996,4,2,0,1,0,2,0,0,0,0,0,0,0,0,0
7000,5,4,1,2,0,0,2,1,0,0,0,0,0,0,0
7005,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7006,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7012,5,6,0,3,0,0,0,0,0,0,1,0,0,0,0
7013,4,2,0,2,0,0,0,1,0,0,0,0,0,0,0
7019,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7022,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7023,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7025,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7030,5,1,0,2,0,0,0,0,0,1,0,0,0,0,0
7037,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7040,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7043,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7047,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7049,5,2,1,1,0,3,0,0,0,0,0,0,0,0,0
7053,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7054,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7057,5,0,0,0,2,0,0,0,0,0,2,0,0,0,0
7058,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7059,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7061,5,1,1,0,0,0,0,0,1,4,0,0,0,0,0
7063,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7072,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7073,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0
7077,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7078,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7080,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7083,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0
7085,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7092,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0
7099,5,0,0,2,0,0,0,1,1,0,0,0,0,0,0
7105,2,4,3,4,2,0,0,0,0,0,0,0,0,0,0
7108,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7109,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7110,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7113,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7114,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7116,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0
7125,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7127,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0
7129,4,2,1,1,1,0,0,0,0,0,0,1,0,0,0
7133,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7138,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7139,3,3,2,3,0,0,0,0,0,3,0,0,0,0,0
7140,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7143,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7147,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7156,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7161,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
7163,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0
7177,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7180,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7191,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7196,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7197,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7200,5,4,0,1,0,0,0,0,0,0,1,0,0,0,0
7204,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7206,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7207,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1
7209,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7214,5,0,0,0,0,0,1,1,0,1,0,0,0,0,0
7217,5,2,0,2,0,0,0,0,0,2,0,0,0,0,0
7230,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7232,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7241,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0
7242,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0
7244,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7246,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7252,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7253,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7257,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7262,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7265,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7267,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0
7273,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7275,5,4,1,0,0,2,0,0,0,0,0,0,0,0,0
7279,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7282,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0
7287,5,0,0,0,2,0,0,0,0,0,0,2,0,0,0
7291,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0
7292,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0
7294,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7295,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7301,4,2,1,2,0,0,0,0,0,0,0,1,0,0,0
7312,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7328,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7330,4,4,2,3,0,0,1,1,0,0,0,0,0,0,0
7332,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7333,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0
7334,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0
7337,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7338,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0
7343,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7346,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7349,5,5,5,5,1,0,0,0,0,0,0,1,0,0,0
7357,4,0,0,0,2,0,0,0,0,0,0,2,0,0,0
7361,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7363,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7366,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7369,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7372,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7373,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7387,4,4,1,0,2,0,0,0,0,0,0,2,0,0,0
7390,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7391,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7395,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7396,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0
7397,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7399,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7401,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7402,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7412,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0
7414,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7420,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0
7422,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7423,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7428,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7430,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7435,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0
7436,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7437,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0
7438,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
7441,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
