business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,categories,hours.Monday,hours.Tuesday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VhwgNwqd6cdRJTElEHoEHg,Yogurtology,"1202 S Church Ave, Ste C",Tampa,FL,33629,27.93159,-82.50751,4.5,114,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,FALSE,'free',{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False},NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
T-t35_fglkeb57c7YRvCww,Menchie's Winthrop Town Centre,6046 Winthrop Town Centre Ave,Riverview,FL,33578,27.89325,-82.31646,3.5,67,1,FALSE,TRUE,TRUE,1,NA,TRUE,TRUE,TRUE,'no',{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False},TRUE,NA,NA,NA,NA,FALSE,'none',TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food",12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,12:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
7K-VVWa_nZgviO39sPfd2A,La Colmena USA,"2424 Nolensville Pike, Ste A",Nashville,TN,37211,36.11963,-86.74914,4,5,0,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candy Stores, Gelato, Ice Cream & Frozen Yogurt, Food, Specialty Food",10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
1ju18Y3tWAFIP5mhk32UoA,Siddiq's Real Fruit Water Ice,264 S 60th St,Philadelphia,PA,19139,39.95731,-75.24158,5,27,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,TRUE,'no',{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': None},FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food, Desserts",11:0-22:0,11:0-22:0,11:0-22:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
nzbSGUyv56tGGz0DvXqWXw,Freshii,10322 Jasper Ave,Edmonton,AB,T5J 1Y7,53.54102,-113.49811,3.5,21,1,NA,NA,TRUE,2,NA,TRUE,TRUE,TRUE,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,FALSE,TRUE,FALSE,NA,'none',TRUE,'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True},FALSE,TRUE,NA,u'average',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Ice Cream & Frozen Yogurt, Food, Fast Food, Vegetarian, Breakfast & Brunch, Juice Bars & Smoothies, Salad",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
le0Ys4atenx5TWEqLyEIxA,Pied Piper Creamery,2815 Bransford Ave,Nashville,TN,37204,36.11484,-86.76673,4.5,9,0,NA,TRUE,NA,1,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt",NA,NA,NA,12:0-18:0,12:0-18:0,12:0-18:0,13:0-17:0,,,,,,,,,,,,,,,,,,,,,,,,,
LKy6suUaOCA_C6mqTsKaWw,Yo Paradise,7810 E 96th St,Fishers,IN,46037,39.92716,-86.03067,4,9,0,NA,TRUE,NA,1,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt",12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-22:0,12:0-22:0,12:0-21:0,,,,,,,,,,,,,,,,,,,,,,,,,
JLvdeXe8AuCppMI6DitKvw,Red Mango,150 E Lancaster Ave,Wayne,PA,19087,40.04396,-75.38612,4.5,26,0,NA,TRUE,TRUE,1,NA,NA,NA,NA,u'free',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,12:0-21:0,,,,,,,,,,,,,,,,,,,,,,,,,
pxqbzJhk7ZLGYe580JDeQQ,Scoops Ice Cream and Water Ice Stand,812 E Thompson St,Philadelphia,PA,19125,39.97376,-75.12492,4,11,0,NA,FALSE,TRUE,1,NA,NA,NA,NA,u'no',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Desserts, Ice Cream & Frozen Yogurt",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
RhBwli2pHbQELdc-WBDsxw,La Palapa,601 E Hanna Ave,Indianapolis,IN,46227,39.70741,-86.14647,5,42,1,NA,TRUE,NA,1,NA,TRUE,NA,NA,u'free',{u'valet': False, u'garage': True, u'street': False, u'lot': True, u'validated': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt",9:0-20:30,9:0-20:30,9:0-20:30,9:0-20:30,9:0-20:30,9:0-21:0,9:0-21:0,,,,,,,,,,,,,,,,,,,,,,,,,
jar_5KMQZtgOseRdUN3L0w,Sucré,3025 Magazine St,New Orleans,LA,70115,29.92494,-90.08532,4,872,1,FALSE,TRUE,TRUE,2,NA,TRUE,None,TRUE,u'free',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,TRUE,NA,FALSE,NA,'none',TRUE,'casual',NA,NA,TRUE,None,u'average',NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,'yes_free',NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt, Restaurants, Specialty Food, Desserts, Bakeries, Chocolatiers & Shops, Coffee & Tea, Macarons",0:0-0:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-22:0,10:0-22:0,10:0-21:0,,,,,,,,,,,,,,,,,,,,,,,,,
tKgu6ZKlhF4Gi5xtZCH1pw,Rita's Water Ice,430 Lancaster Ave,Malvern,PA,19355,40.03727,-75.55894,5,6,1,NA,TRUE,TRUE,1,NA,TRUE,NA,FALSE,'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
d8GzibPKHhYTvvEA7eE_gA,Twist,1063 Hwy 157,Edwardsville,IL,62025,38.78934,-89.98098,2.5,6,0,NA,TRUE,NA,2,NA,NA,NA,NA,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
I5zwJPToWc99DgvKqg8ZMg,BTO Self Serve Frozen Yogurt,8650 E Speedway Blvd,Tucson,AZ,85710,32.23501,-110.80736,3.5,6,0,NA,TRUE,TRUE,1,NA,NA,NA,NA,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food",12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,12:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
2I9NoGyYhRUmd0ZGcc-1Qg,Sherry's Snacks,2500 College Ave,Alton,IL,62002,38.90349,-90.14921,4.5,5,0,NA,TRUE,FALSE,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Candy Stores, Specialty Food, Ice Cream & Frozen Yogurt, Desserts",10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-22:0,10:0-22:0,10:0-18:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0nifYdj6S_juSBNtvhQtEg,Food Bazaar Supermarket,635 S. Clinton Ave,Trenton,NJ,8611,40.21048,-74.75441,3.5,21,1,NA,TRUE,FALSE,1,NA,TRUE,TRUE,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grocery, Restaurants, International, Ice Cream & Frozen Yogurt, Ethnic Food, Food, Specialty Food",7:0-22:30,7:0-22:30,7:0-22:30,7:0-22:30,7:0-22:30,8:0-20:30,7:0-22:30,,,,,,,,,,,,,,,,,,,,,,,,,
ErKnaA0X-gQ-LFB3tepgnQ,Sonic Drive-In,4352 Lebanon Rd,Hermitage,TN,37076,36.20747,-86.61257,1.5,10,1,FALSE,TRUE,NA,1,FALSE,TRUE,TRUE,FALSE,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,u'none',TRUE,u'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},FALSE,TRUE,TRUE,NA,{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt, Restaurants, Fast Food, Burgers",0:0-0:0,6:0-21:0,6:0-21:0,6:0-16:0,6:0-16:0,6:0-21:0,6:0-21:0,,,,,,,,,,,,
9ULVQhqw1ZwQxkKJwxaCVA,Lily Pads Frozen Yogurt,3130 Willits Rd,Philadelphia,PA,19136,40.05767,-75.01525,4,5,0,NA,TRUE,TRUE,2,NA,TRUE,NA,NA,u'no',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt",12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-21:0,12:0-18:0,,,,,,,,,,,,,,,,,,,,,,,,,
Ds6tkbmhZLCG1ECpr5f7jQ,Meadow Point Cafe And Deli,30036 County Line Rd,Wesley Chapel,FL,33543,28.17953,-82.31956,5,8,0,NA,TRUE,TRUE,1,NA,TRUE,FALSE,TRUE,'free',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,TRUE,TRUE,FALSE,NA,'none',TRUE,'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},TRUE,TRUE,NA,u'quiet',{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
FIW_O3MPzTmvwy7X-2ti4Q,Chill Out Ice Cream & Water Ice,12 Acres Dr,Ridley Park,PA,19078,39.87714,-75.31672,5,19,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,TRUE,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt, Desserts",0:0-0:0,15:0-21:0,15:0-21:0,15:0-21:0,15:0-22:0,15:0-22:0,15:0-21:0,,,,,,,,,,,,,,,,,,,,,,,,,
PuElaln8pDm_h7FZnlScdQ,The Inside Scoop,11147 County Line Rd,Spring Hill,FL,34609,28.43381,-82.53541,5,5,0,NA,TRUE,TRUE,1,NA,TRUE,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
c0Kip3g118m7JMX1h8-KaQ,C & C Dairyland,379 Bustleton Pike,Feasterville Trevose,PA,19053,40.14445,-75.00464,4,15,0,NA,FALSE,TRUE,1,NA,TRUE,NA,NA,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food",15:0-22:0,15:0-22:0,15:0-22:0,15:0-22:0,15:0-22:0,15:0-22:0,15:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
z1IpqKeH590-5i66VHUBNQ,The Baked Bear,1809 Division St,Nashville,TN,37203,36.15072,-86.79513,4,106,1,NA,TRUE,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food, Desserts, Bakeries",12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,12:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8L8n9i2iuxPZ3YqT2ePCcg,Alaura Kitchen and Candy,36 S Broadway,Pitman,NJ,8071,39.73223,-75.13093,4.5,85,1,NA,TRUE,TRUE,1,NA,TRUE,FALSE,TRUE,'free',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},TRUE,NA,TRUE,TRUE,FALSE,FALSE,u'none',TRUE,'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},FALSE,TRUE,NA,u'average',{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hot Dogs, Restaurants, Specialty Food, Ice Cream & Frozen Yogurt, Candy Stores, Food",NA,NA,15:0-21:0,15:0-21:0,15:0-21:0,15:0-21:0,12:0-16:0,,,,,,,,,,,,
YMgQRBrSW9RefB0RQmO9gQ,Hilltop Creamery,1540 N Black Horse Pike,Gloucester Township,NJ,8012,39.82748,-75.06783,4,24,1,NA,TRUE,TRUE,1,NA,TRUE,NA,FALSE,'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local Flavor, Food, Desserts, Ice Cream & Frozen Yogurt",12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,12:0-22:30,,,,,,,,,,,,,,,,,,,,,,,,,
ZO23WWq7mB6WHL8j12LLXw,Frosty Jakes,3102 E Grant Rd,Tucson,AZ,85716,32.25011,-110.92638,3,11,0,NA,TRUE,NA,3,NA,NA,NA,NA,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
YicdiOc9oWLTNp4Ox6Xj2w,Dairy Queen,5251 Glenwood Rd,Garden City,ID,83714,43.65222,-116.28022,2,19,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,NA,'no',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},NA,NA,TRUE,NA,{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Burgers, Food, Fast Food, Restaurants",10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,11:0-21:0,11:0-21:0,,,,,,,,,,,,
Q4tTrdDJ95_PviqNh6w74A,Sonic Drive-In,3910 Gallatin Pike,Nashville,TN,37216,36.21659,-86.72868,2,32,1,FALSE,TRUE,TRUE,1,FALSE,TRUE,TRUE,FALSE,'no',{'garage': False, 'street': False, 'validated': None, 'lot': True, 'valet': False},TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,'none',TRUE,'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},FALSE,TRUE,TRUE,'very_loud',{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Burgers, Fast Food, Food, Restaurants",0:0-0:0,6:0-21:0,6:0-21:0,6:0-16:0,6:0-16:0,6:0-21:0,6:0-21:0,,,,,,,,,,,,
5IFUisW-TfvOT_QfzfW4NQ,La Fruta Loca,37 S Lowry St,Smyrna,TN,37167,35.98182,-86.5182,4.5,23,1,NA,TRUE,FALSE,1,NA,TRUE,NA,NA,'free',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food, Juice Bars & Smoothies, Desserts",8:30-21:30,8:30-21:30,8:30-21:30,8:30-21:30,8:30-21:30,11:0-21:0,11:0-21:0,,,,,,,,,,,,,,,,,,,,,,,,,
23AxYJAXT91d-iV97fsDlQ,Penguin's Frozen Yogurt,825 E University Blvd,Tucson,AZ,85719,32.23198,-110.95905,3,7,0,NA,TRUE,NA,2,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
QareUZZ6Rql3IWEiaWxpag,Twistee Treat - Fletcher,3846 W Fletcher Ave,Tampa,FL,33618,28.06546,-82.50254,4,92,1,FALSE,TRUE,TRUE,1,NA,TRUE,FALSE,FALSE,'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,TRUE,TRUE,TRUE,TRUE,'none',TRUE,NA,{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},NA,TRUE,NA,NA,{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Desserts, Food, Ice Cream & Frozen Yogurt, Restaurants, Hot Dogs, Juice Bars & Smoothies",0:0-0:0,12:0-23:0,12:0-23:0,13:0-20:0,12:0-0:0,12:0-0:0,12:0-23:0,,,,,,,,,,,,
TCYDFBbn6oW3sTO9Ub2hCA,Dairy Queen,2046 Gulf To Bay Blvd,Clearwater,FL,33765,27.96089,-82.75243,2.5,36,1,NA,TRUE,TRUE,1,NA,TRUE,FALSE,NA,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,TRUE,TRUE,FALSE,NA,'none',TRUE,'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},FALSE,TRUE,TRUE,NA,{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Juice Bars & Smoothies, Desserts, Sandwiches, Fast Food, Coffee & Tea, Hot Dogs, Burgers, Restaurants, Ice Cream & Frozen Yogurt, Food",11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,,,,,,,,,,,,
m4PhocTAhjJ6JdWe1SStHw,Baskin-Robbins,7028 S US Hwy 301,Riverview,FL,33578,27.87801,-82.32625,2,5,1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food, Donuts",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_eh0hUyTcUyZlgp6tSmsyA,Dairy Queen Grill & Chill,3906 E 10th St,Indianapolis,IN,46201,39.78178,-86.10022,2,17,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,FALSE,'no',{'garage': False, 'street': None, 'validated': None, 'lot': None, 'valet': False},NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt, Fast Food, Restaurants, Burgers",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Rfewx7iwtdApRYGFn2VtyA,Baskin Robbins - Wilshire Shopping Center,739 Veterans Memorial Blvd,Metairie,LA,70005,30.00328,-90.12974,2.5,6,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,FALSE,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
h_Pu984hndy2gPc4yvQLng,Crumbl Cookies - Boise,"8665 West Franklin Rd, Ste 8665",Boise,ID,83709,43.6046,-116.28986,4,56,1,NA,TRUE,NA,2,NA,TRUE,TRUE,TRUE,NA,{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bakeries, Desserts, Food, Ice Cream & Frozen Yogurt",0:0-0:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-21:0,8:0-0:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
#NAME?,Hansen's Sno-Bliz,4801 Tchoupitoulas St,New Orleans,LA,70115,29.91708,-90.1054,4.5,512,1,NA,TRUE,TRUE,1,NA,TRUE,NA,FALSE,u'no',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},TRUE,NA,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,NA,FALSE,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food, Shaved Ice",NA,12:0-18:0,12:0-18:0,12:0-18:0,12:0-18:0,12:0-18:0,12:0-18:0,,,,,,,,,,,,,,,,,,,,,,,,,
